index,brand,series,processor,os,ssd,ram,display,price,link,pricing
589,hp,14-ec0007ax, ,windows 10 home,512 gb,16 gb,14,15346117,https://www.flipkart.com/hp-pavilion-ryzen-7-octa-core-5700u-16-gb-512-gb-ssd-windows-10-home-2-graphics-14-ec0007ax-thin-light-laptop/p/itmaf688138c49dbpid=comg6te7rzemucpb&lid=lstcomg6te7rzemucpbj5xu2m&marketplace=flipkart&store=6bo%2fb5g&srno=b_25_590&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=d68a01a9-394f-445a-8d2f-e8372d058053.comg6te7rzemucpb.search&ssid=oc1lmag9rjgui6m81653222308705,15000000
590,hp,14-ec0000ax, ,windows 10 home,512 gb,16 gb,14,12406321,https://www.flipkart.com/hp-pavilion-ryzen-5-hexa-core-5500u-16-gb-512-gb-ssd-windows-10-home-2-graphics-14-ec0000ax-thin-light-laptop/p/itme30c778f61517pid=comg6uhhzeeqjfqn&lid=lstcomg6uhhzeeqjfqnobssgc&marketplace=flipkart&store=6bo%2fb5g&srno=b_25_591&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=d68a01a9-394f-445a-8d2f-e8372d058053.comg6uhhzeeqjfqn.search&ssid=oc1lmag9rjgui6m81653222308705,12000000
591,hp,13-ba1505tx,intel core i7 11th gen,windows 10 home,1 tb,16 gb,13.3,17741860,https://www.flipkart.com/hp-envy-intel-evo-core-i7-11th-gen-16-gb-1-tb-ssd-windows-10-home-2-gb-graphics-13-ba1505tx-thin-light-laptop/p/itm1171002324f12pid=comg5u2bjzx29pjq&lid=lstcomg5u2bjzx29pjqkkplvx&marketplace=flipkart&store=6bo%2fb5g&srno=b_25_592&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=d68a01a9-394f-445a-8d2f-e8372d058053.comg5u2bjzx29pjq.search&ssid=oc1lmag9rjgui6m81653222308705,17000000
592,lenovo, ,intel core i7 11th gen,windows 10 home,512 gb,16 gb,15.6,22523801,https://www.flipkart.com/lenovo-legion-5-core-i7-11th-gen-16-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-rtx-3050-120-hz-15ith6-gaming-laptop/p/itm045a8f819de18pid=comg62zcyxbhrfzf&lid=lstcomg62zcyxbhrfzf9gamb0&marketplace=flipkart&store=6bo%2fb5g&srno=b_25_593&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=d68a01a9-394f-445a-8d2f-e8372d058053.comg62zcyxbhrfzf.search&ssid=oc1lmag9rjgui6m81653222308705,22000000
593,lenovo,15ihu6,intel core i5 11th gen,windows 10 home,512 gb,8 gb,15.6,12597217,https://www.flipkart.com/lenovo-ideapad-gaming-3-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-15ihu6-laptop/p/itme9af20e47eba2pid=comg6ez2rzkmapx9&lid=lstcomg6ez2rzkmapx9ddmk5o&marketplace=flipkart&store=6bo%2fb5g&srno=b_25_594&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=d68a01a9-394f-445a-8d2f-e8372d058053.comg6ez2rzkmapx9.search&ssid=oc1lmag9rjgui6m81653222308705,12000000
594,lenovo,14itl6,intel core i5 11th gen,windows 10 home,512 gb,16 gb, ,13360800,https://www.flipkart.com/lenovo-ideapad-5-pro-core-i5-11th-gen-16-gb-512-gb-ssd-windows-10-home-2-graphics-14itl6-thin-light-laptop/p/itm962e32941462cpid=comg6akvrgzzczj2&lid=lstcomg6akvrgzzczj2olhpnt&marketplace=flipkart&store=6bo%2fb5g&srno=b_25_595&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=d68a01a9-394f-445a-8d2f-e8372d058053.comg6akvrgzzczj2.search&ssid=oc1lmag9rjgui6m81653222308705,13000000
595,lenovo,15iml05,intel core i5 10th gen,windows 10 home,512 gb,8 gb, ,10401915,https://www.flipkart.com/lenovo-ideapad-3-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-2-graphics-15iml05-thin-light-laptop/p/itm973360e25e819pid=comg6akvstdtytev&lid=lstcomg6akvstdtytev1yfxcl&marketplace=flipkart&store=6bo%2fb5g&srno=b_25_596&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=d68a01a9-394f-445a-8d2f-e8372d058053.comg6akvstdtytev.search&ssid=oc1lmag9rjgui6m81653222308705,10000000
596,lenovo, , ,chrome, ,4 gb,11.6,5438622,https://www.flipkart.com/lenovo-ideapad-flex-3-chromebook-celeron-dual-core-4-gb-128-gb-emmc-storage-chrome-os-cb-11ijl6/p/itm5bcb771321c2bpid=comg6akv3aszsvha&lid=lstcomg6akv3aszsvhadvcgjs&marketplace=flipkart&store=6bo%2fb5g&srno=b_25_597&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=d68a01a9-394f-445a-8d2f-e8372d058053.comg6akv3aszsvha.search&ssid=oc1lmag9rjgui6m81653222308705,5000000
597,lenovo,15iml05,intel core i5 10th gen,windows 10 home,512 gb,8 gb, ,8779300,https://www.flipkart.com/lenovo-ideapad-3-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-15iml05-thin-light-laptop/p/itmf308864edc628pid=comg6akvpsuc8f8n&lid=lstcomg6akvpsuc8f8nnvkbzv&marketplace=flipkart&store=6bo%2fb5g&srno=b_25_598&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=d68a01a9-394f-445a-8d2f-e8372d058053.comg6akvpsuc8f8n.search&ssid=oc1lmag9rjgui6m81653222308705,8000000
598,acer,predator helios 300,intel core i7 11th gen,windows 10 home,512 gb,16 gb,15.6,18324093,https://www.flipkart.com/acer-predator-helios-300-core-i7-11th-gen-16-gb-1-tb-hdd-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-rtx-3050ti-165-hz-ph315-54-gaming-laptop/p/itm6fff9b0318d2apid=comg5tf3snuejty3&lid=lstcomg5tf3snuejty3ngltve&marketplace=flipkart&store=6bo%2fb5g&srno=b_25_599&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=d68a01a9-394f-445a-8d2f-e8372d058053.comg5tf3snuejty3.search&ssid=oc1lmag9rjgui6m81653222308705,18000000
599,asus,x515ea-ej302ts,intel core i3 11th gen,windows 10 home,256 gb,4 gb,15.6,6679445,https://www.flipkart.com/asus-vivobook-15-2022-core-i3-11th-gen-4-gb-256-gb-ssd-windows-10-home-x515ea-ej302ts-thin-light-laptop/p/itm8f1295ecb07capid=comg6ag739sshnmh&lid=lstcomg6ag739sshnmhux9iqd&marketplace=flipkart&store=6bo%2fb5g&srno=b_25_600&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=d68a01a9-394f-445a-8d2f-e8372d058053.comg6ag739sshnmh.search&ssid=oc1lmag9rjgui6m81653222308705,6000000
600,acer,predator helios 300,intel core i7 11th gen,windows 10 home,512 gb,16 gb,15.6,18324093,https://www.flipkart.com/acer-predator-helios-300-core-i7-11th-gen-16-gb-1-tb-hdd-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-rtx-3050ti-165-hz-ph315-54-gaming-laptop/p/itm6fff9b0318d2apid=comg5tf3snuejty3&lid=lstcomg5tf3snuejty3ngltve&marketplace=flipkart&store=6bo%2fb5g&srno=b_26_601&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=8cffb17d-fed5-49fb-b613-2928f82b07cb.comg5tf3snuejty3.search&ssid=ap3nxilsofjaj3sw1653222410591,18000000
601,asus,x515ea-ej302ts,intel core i3 11th gen,windows 10 home,256 gb,4 gb,15.6,6679445,https://www.flipkart.com/asus-vivobook-15-2022-core-i3-11th-gen-4-gb-256-gb-ssd-windows-10-home-x515ea-ej302ts-thin-light-laptop/p/itm8f1295ecb07capid=comg6ag739sshnmh&lid=lstcomg6ag739sshnmhux9iqd&marketplace=flipkart&store=6bo%2fb5g&srno=b_26_602&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=8cffb17d-fed5-49fb-b613-2928f82b07cb.comg6ag739sshnmh.search&ssid=ap3nxilsofjaj3sw1653222410591,6000000
602,asus,ux425ea-ki501ts,intel core i5 11th gen,windows 10 home,512 gb,8 gb,14,13933488,https://www.flipkart.com/asus-zenbook-14-2021-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-ux425ea-ki501ts-thin-light-laptop/p/itm9d5074febbeacpid=comg6ag7adtwkhkn&lid=lstcomg6ag7adtwkhknllsxez&marketplace=flipkart&store=6bo%2fb5g&srno=b_26_603&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=8cffb17d-fed5-49fb-b613-2928f82b07cb.comg6ag7adtwkhkn.search&ssid=ap3nxilsofjaj3sw1653222410591,13000000
603,asus,x515ea-ej502ts,intel core i5 11th gen,windows 10 home,256 gb,8 gb,15.6,9733779,https://www.flipkart.com/asus-vivobook-15-2022-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-x515ea-ej502ts-thin-light-laptop/p/itme6fcdc888c697pid=comg6ag7pjnmkkbz&lid=lstcomg6ag7pjnmkkbzv0zpg6&marketplace=flipkart&store=6bo%2fb5g&srno=b_26_604&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=8cffb17d-fed5-49fb-b613-2928f82b07cb.comg6ag7pjnmkkbz.search&ssid=ap3nxilsofjaj3sw1653222410591,9000000
604,asus,m515da-bq322ts,amd ryzen 3 dual core 3rd gen,windows 10 home,256 gb,8 gb,15.6,6870341,https://www.flipkart.com/asus-ryzen-3-dual-core-3250u-3rd-gen-8-gb-256-gb-ssd-windows-10-home-m515da-bq322ts-thin-light-laptop/p/itm00d893dc25af4pid=comg6hnasnqg6xc7&lid=lstcomg6hnasnqg6xc7towqn2&marketplace=flipkart&store=6bo%2fb5g&srno=b_26_605&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=8cffb17d-fed5-49fb-b613-2928f82b07cb.comg6hnasnqg6xc7.search&ssid=ap3nxilsofjaj3sw1653222410591,6000000
605,acer,a514-54,intel core i5 11th gen,windows 10 home, ,8 gb,14,8588404,https://www.flipkart.com/acer-aspire-5-core-i5-11th-gen-8-gb-1-tb-hdd-windows-10-home-a514-54-thin-light-laptop/p/itm722a187f94fe5pid=comg69g2wfunnhgu&lid=lstcomg69g2wfunnhgu0b2ryl&marketplace=flipkart&store=6bo%2fb5g&srno=b_26_606&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=8cffb17d-fed5-49fb-b613-2928f82b07cb.comg69g2wfunnhgu.search&ssid=ap3nxilsofjaj3sw1653222410591,8000000
606,acer, , ,windows 10 home,512 gb,8 gb,15.6,8492956,https://www.flipkart.com/acer-aspire-3-ryzen-5-quad-core-3500u-8-gb-512-gb-ssd-windows-10-home-a315-23-notebook/p/itm96a9ff5907861pid=comg6duhy3fvezff&lid=lstcomg6duhy3fvezffoxwn9y&marketplace=flipkart&store=6bo%2fb5g&srno=b_26_607&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=8cffb17d-fed5-49fb-b613-2928f82b07cb.comg6duhy3fvezff.search&ssid=ap3nxilsofjaj3sw1653222410591,8000000
607,acer,a515-56,intel core i5 11th gen,windows 11 home,512 gb,8 gb,15.6,10115571,https://www.flipkart.com/acer-aspire-5-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-a515-56-51ev-thin-light-laptop/p/itmadba2f44aaf44pid=comg69g2hqyuxqr6&lid=lstcomg69g2hqyuxqr66tqrks&marketplace=flipkart&store=6bo%2fb5g&srno=b_26_608&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=8cffb17d-fed5-49fb-b613-2928f82b07cb.comg69g2hqyuxqr6.search&ssid=ap3nxilsofjaj3sw1653222410591,10000000
608,acer,a515-56,intel core i5 11th gen,windows 10 home,256 gb,8 gb,15.6,10172840,https://www.flipkart.com/acer-aspire-5-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-a515-56-thin-light-laptop/p/itm07ce514e25a5dpid=comg69g2fnss2mb2&lid=lstcomg69g2fnss2mb2ikxj6g&marketplace=flipkart&store=6bo%2fb5g&srno=b_26_609&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=8cffb17d-fed5-49fb-b613-2928f82b07cb.comg69g2fnss2mb2.search&ssid=ap3nxilsofjaj3sw1653222410591,10000000
609,acer,a515-56,intel core i5 11th gen,windows 11 home,256 gb,8 gb,15.6,10497363,https://www.flipkart.com/acer-aspire-5-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-a515-56-56ln-thin-light-laptop/p/itm65adc4284c3cepid=comg69g2uwgnkbgg&lid=lstcomg69g2uwgnkbggdr0ubt&marketplace=flipkart&store=6bo%2fb5g&srno=b_26_610&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=8cffb17d-fed5-49fb-b613-2928f82b07cb.comg69g2uwgnkbgg.search&ssid=ap3nxilsofjaj3sw1653222410591,10000000
610,asus,fa566ic-hn008t, ,windows 10 home,1 tb,8 gb,15.6,17560509,https://www.flipkart.com/asus-tuf-gaming-a15-ryzen-7-octa-core-4800h-8-gb-1-tb-ssd-windows-10-home-4-gb-graphics-nvidia-geforce-rtx-3050-fa566ic-hn008t-laptop/p/itm2178c164422a7pid=comg666cfyxngskh&lid=lstcomg666cfyxngskhq7e7mb&marketplace=flipkart&store=6bo%2fb5g&srno=b_26_611&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=8cffb17d-fed5-49fb-b613-2928f82b07cb.comg666cfyxngskh.search&ssid=ap3nxilsofjaj3sw1653222410591,17000000
611,asus,rog strix g15,amd ryzen 7 octa core 4th gen,windows 10 home,512 gb,8 gb,15.6,14697071,https://www.flipkart.com/asus-strix-g15-ryzen-7-octa-core-amd-ryzen-4800h-4th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-144-hz-g513ih-hn084ts-gaming-laptop/p/itmca51a5b67d389pid=comg6hpzfys9hvff&lid=lstcomg6hpzfys9hvff4vqdlh&marketplace=flipkart&store=6bo%2fb5g&srno=b_26_612&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=8cffb17d-fed5-49fb-b613-2928f82b07cb.comg6hpzfys9hvff.search&ssid=ap3nxilsofjaj3sw1653222410591,14000000
612,acer,tmp214-53,intel core i5 11th gen,windows 10 home,256 gb,16 gb,14,11929081,https://www.flipkart.com/acer-travelmate-core-i5-11th-gen-16-gb-1-tb-hdd-256-gb-ssd-windows-10-home-p214-53-thin-light-laptop/p/itm14c7c49a9b828pid=comg6yyjshacwkda&lid=lstcomg6yyjshacwkda5cqqn8&marketplace=flipkart&store=6bo%2fb5g&srno=b_26_613&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=8cffb17d-fed5-49fb-b613-2928f82b07cb.comg6yyjshacwkda.search&ssid=ap3nxilsofjaj3sw1653222410591,11000000
613,dell,inspiron 14-5410,intel core i3 11th gen,windows 10,256 gb,8 gb, ,13360800,https://www.flipkart.com/dell-core-i3-11th-gen-8-gb-256-gb-ssd-windows-10-inspiron-5410-2-in1-1-laptop/p/itm8552cdff981fcpid=comg666g4ezcc7ht&lid=lstcomg666g4ezcc7htsvhiko&marketplace=flipkart&store=6bo%2fb5g&srno=b_26_614&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=8cffb17d-fed5-49fb-b613-2928f82b07cb.comg666g4ezcc7ht.search&ssid=ap3nxilsofjaj3sw1653222410591,13000000
614,asus, ,intel core i3 10th gen,windows 10 home, ,4 gb,14,6681354,https://www.flipkart.com/asus-core-i3-10th-gen-4-gb-1-tb-hdd-windows-10-home-x409fa-bv301t-thin-light-laptop/p/itmb1cd5c69dec40pid=comg67cgue5jgey9&lid=lstcomg67cgue5jgey9spultd&marketplace=flipkart&store=6bo%2fb5g&srno=b_26_615&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=8cffb17d-fed5-49fb-b613-2928f82b07cb.comg67cgue5jgey9.search&ssid=ap3nxilsofjaj3sw1653222410591,6000000
615,lenovo,15iml05,intel core i3 10th gen,windows 11 home,256 gb,8 gb, ,6679445,https://www.flipkart.com/lenovo-ideapad-3-core-i3-10th-gen-8-gb-256-gb-ssd-windows-11-home-15iml05-thin-light-laptop/p/itmd1871bfcde765pid=comg6akvahwthaqg&lid=lstcomg6akvahwthaqgxuicjf&marketplace=flipkart&store=6bo%2fb5g&srno=b_26_616&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=8cffb17d-fed5-49fb-b613-2928f82b07cb.comg6akvahwthaqg.search&ssid=ap3nxilsofjaj3sw1653222410591,6000000
616,lenovo,cb 11igl05, ,chrome, ,4 gb, ,3052424,https://www.flipkart.com/lenovo-ideapad-3-chromebook-celeron-dual-core-4-gb-64-gb-emmc-storage-chrome-os-cb-11igl05/p/itmec579ace5d4f2pid=comg6akvn3kxnvy2&lid=lstcomg6akvn3kxnvy2lcohhl&marketplace=flipkart&store=6bo%2fb5g&srno=b_26_617&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=8cffb17d-fed5-49fb-b613-2928f82b07cb.comg6akvn3kxnvy2.search&ssid=ap3nxilsofjaj3sw1653222410591,3000000
617,asus,rog strix,amd ryzen 9 octa core 5th gen,windows 10 home,1 tb,16 gb,15.6,24814552,https://www.flipkart.com/asus-rog-strix-g15-ryzen-9-octa-core-amd-ryzen-5900h-processor-3-0-ghz-16m-cache-up-4-6-ghz-5th-gen-16-gb-1-tb-ssd-windows-10-home-4-gb-graphics-nvidia-geforce-rtx-3050ti-300-hz-g513qe-hf146t-gaming-laptop/p/itm8146f09bf7c06pid=comg6e2gtuy3a9bz&lid=lstcomg6e2gtuy3a9bz9hh3ot&marketplace=flipkart&store=6bo%2fb5g&srno=b_26_618&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=8cffb17d-fed5-49fb-b613-2928f82b07cb.comg6e2gtuy3a9bz.search&ssid=ap3nxilsofjaj3sw1653222410591,24000000
618,msi, ,intel core i5 10th gen,windows 10 home,512 gb,8 gb,14,8779300,https://www.flipkart.com/msi-modern-14-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-b10mw-639in-notebook/p/itm9771296f748c4pid=comg483f5x8gdqsp&lid=lstcomg483f5x8gdqspm5qhsd&marketplace=flipkart&store=6bo%2fb5g&srno=b_26_619&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=8cffb17d-fed5-49fb-b613-2928f82b07cb.comg483f5x8gdqsp.search&ssid=ap3nxilsofjaj3sw1653222410591,8000000
619,msi, ,intel core i3 11th gen,windows 10 home,512 gb,8 gb,14,8874748,https://www.flipkart.com/msi-modern-14-core-i3-11th-gen-8-gb-512-gb-ssd-windows-10-home-b11mou-477in-notebook/p/itmd5982c52d0ebbpid=comg4j5gafcyd4rp&lid=lstcomg4j5gafcyd4rpf9imay&marketplace=flipkart&store=6bo%2fb5g&srno=b_26_620&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=8cffb17d-fed5-49fb-b613-2928f82b07cb.comg4j5gafcyd4rp.search&ssid=ap3nxilsofjaj3sw1653222410591,8000000
620,msi, ,intel core i7 11th gen,windows 10 home,512 gb,8 gb,14,11451842,https://www.flipkart.com/msi-modern-14-core-i7-11th-gen-8-gb-512-gb-ssd-windows-10-home-b11mou-473in-notebook/p/itm65bc52fdafcf6pid=comg4j5gg6meyvuh&lid=lstcomg4j5gg6meyvuhmyzqru&marketplace=flipkart&store=6bo%2fb5g&srno=b_26_621&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=8cffb17d-fed5-49fb-b613-2928f82b07cb.comg4j5gg6meyvuh.search&ssid=ap3nxilsofjaj3sw1653222410591,11000000
621,msi, ,intel core i7 11th gen,windows 10 home,512 gb,8 gb,14,15384296,https://www.flipkart.com/msi-modern-14-core-i7-11th-gen-8-gb-512-gb-ssd-windows-10-home-2-graphics-b11sbu-496in-notebook/p/itm35eb68dd13afdpid=comg4j5gtabb7yyh&lid=lstcomg4j5gtabb7yyh7hm8lr&marketplace=flipkart&store=6bo%2fb5g&srno=b_26_622&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=8cffb17d-fed5-49fb-b613-2928f82b07cb.comg4j5gtabb7yyh.search&ssid=ap3nxilsofjaj3sw1653222410591,15000000
622,msi,modern 14 b11mou-637in,intel core i5 11th gen,windows 10 home,512 gb,8 gb,14,8970196,https://www.flipkart.com/msi-modern-14-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-b11mou-637in-thin-light-laptop/p/itma6fa97233969epid=comg5aymuksxmnfq&lid=lstcomg5aymuksxmnfq4mbp5d&marketplace=flipkart&store=6bo%2fb5g&srno=b_26_623&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=8cffb17d-fed5-49fb-b613-2928f82b07cb.comg5aymuksxmnfq.search&ssid=ap3nxilsofjaj3sw1653222410591,8000000
623,asus,fx506hcb-hn228t,intel core i5 11th gen,windows 10 home,1 tb,8 gb,15.6,14506175,https://www.flipkart.com/asus-tuf-gaming-core-i5-11th-gen-8-gb-1-tb-ssd-windows-10-home-4-gb-graphics-nvidia-geforce-rtx-3050-fx506hcb-hn228t-laptop/p/itm993f5ad38ab95pid=comg5qhnj4ayvtxv&lid=lstcomg5qhnj4ayvtxvcjaoar&marketplace=flipkart&store=6bo%2fb5g&srno=b_26_624&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=8cffb17d-fed5-49fb-b613-2928f82b07cb.comg5qhnj4ayvtxv.search&ssid=ap3nxilsofjaj3sw1653222410591,14000000
624,asus,fx706hcb-hx162t,intel core i5 11th gen,windows 10 home,512 gb,8 gb,17.3,13742592,https://www.flipkart.com/asus-tuf-gaming-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-rtx-3050-fx706hcb-hx162t-laptop/p/itm79752f1c96db1pid=comg5qhnkrhf7f3a&lid=lstcomg5qhnkrhf7f3aeauq5d&marketplace=flipkart&store=6bo%2fb5g&srno=b_27_625&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=d4c6120d-d760-4870-b7cd-6d540eccc7ed.comg5qhnkrhf7f3a.search&ssid=v4behj4shwy73ls01653222515444,13000000
625,asus,fx506hcb-hn225t,intel core i7 11th gen,windows 10 home,1 tb,16 gb,15.6,19851259,https://www.flipkart.com/asus-tuf-gaming-core-i7-11th-gen-16-gb-1-tb-ssd-windows-10-home-4-gb-graphics-nvidia-geforce-rtx-3050-fx506hcb-hn225t-laptop/p/itm5483d0096dc5apid=comg5qhn3zezg9dn&lid=lstcomg5qhn3zezg9dn2b0hbf&marketplace=flipkart&store=6bo%2fb5g&srno=b_27_626&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=d4c6120d-d760-4870-b7cd-6d540eccc7ed.comg5qhn3zezg9dn.search&ssid=v4behj4shwy73ls01653222515444,19000000
626,asus,f571lh-bq429t,intel core i5 10th gen,windows 10 home,256 gb,8 gb,15.6,12024529,https://www.flipkart.com/asus-vivobook-gaming-core-i5-10th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-f571lh-bq429t-laptop/p/itm2a60eaf23510epid=comg5qhnjd7dmg8e&lid=lstcomg5qhnjd7dmg8ekyoags&marketplace=flipkart&store=6bo%2fb5g&srno=b_27_627&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=d4c6120d-d760-4870-b7cd-6d540eccc7ed.comg5qhnjd7dmg8e.search&ssid=v4behj4shwy73ls01653222515444,12000000
627,asus,f571gt-hn1062t,intel core i5 9th gen,windows 10 home,256 gb,8 gb,15.6,11070050,https://www.flipkart.com/asus-vivobook-gaming-core-i5-9th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-f571gt-hn1062t-laptop/p/itm17141ef4f3a14pid=comg5qhn77mu7agd&lid=lstcomg5qhn77mu7agd4m21n0&marketplace=flipkart&store=6bo%2fb5g&srno=b_27_628&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=d4c6120d-d760-4870-b7cd-6d540eccc7ed.comg5qhn77mu7agd.search&ssid=v4behj4shwy73ls01653222515444,11000000
628,asus,f571lh-bq436t,intel core i7 10th gen,windows 10 home,512 gb,8 gb,15.6,12215425,https://www.flipkart.com/asus-vivobook-gaming-core-i7-10th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-f571lh-bq436t-laptop/p/itmaf72e6162910epid=comg5qhna2cnj8nd&lid=lstcomg5qhna2cnj8ndxfbril&marketplace=flipkart&store=6bo%2fb5g&srno=b_27_629&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=d4c6120d-d760-4870-b7cd-6d540eccc7ed.comg5qhna2cnj8nd.search&ssid=v4behj4shwy73ls01653222515444,12000000
